"feature","num_methods_outof4_feature_important_AD","num_methods_outof4_feature_important_PD","num_methods_outof4_feature_important_Dementia","num_methods_outof12_finding_feature_important","PheCode","Phenotype"
"Other.persistent.mental.disorders.due.to.conditions.classified.elsewhere",4,4,4,12,290.3,"Other persistent mental disorders due to conditions classified elsewhere"
"Other.pulmonary.inflamation.or.edema",2,1,1,4,505,"Other pulmonary inflamation or edema"
"Other.retinal.disorders",0,0,0,0,362,"Other retinal disorders"
"Other.signs.and.symptoms.in.breast",0,0,0,0,613.7,"Other signs and symptoms in breast"
"Other.signs.and.symptoms.involving.emotional.state",0,0,1,1,1004,"Other signs and symptoms involving emotional state"
"Other.specified.benign.mammary.dysplasias",0,0,0,0,610.8,"Other specified benign mammary dysplasias"
"Other.specified.cardiac.dysrhythmias",3,3,3,9,427.3,"Other specified cardiac dysrhythmias"
"Other.specified.congenital.anomalies.of.kidney",2,3,0,5,751.22,"Other specified congenital anomalies of kidney"
"Other.specified.congenital.anomalies.of.nervous.system",0,0,0,0,752.2,"Other specified congenital anomalies of nervous system"
"Other.specified.diffuse.diseases.of.connective.tissue",0,0,0,0,709.6,"Other specified diffuse diseases of connective tissue"
"Other.specified.diseases.of.hair.and.hair.follicles",1,0,1,2,704.8,"Other specified diseases of hair and hair follicles"
"Other.specified.diseases.of.sebaceous.glands",2,2,1,5,706.8,"Other specified diseases of sebaceous glands"
"Other.specified.diseases.of.the.salivary.glands",0,3,1,4,527.8,"Other specified diseases of the salivary glands"
"Other.specified.disorders.involving.the.immune.mechanism",0,0,0,0,279.8,"Other specified disorders involving the immune mechanism"
"Other.specified.disorders.of.breast",0,0,0,0,613.8,"Other specified disorders of breast"
"Other.specified.disorders.of.plasma.protein.metabolism",0,0,1,1,270.38,"Other specified disorders of plasma protein metabolism"
"Other.specified.erythematous.conditions",0,0,0,0,695.8,"Other specified erythematous conditions"
"Other.specified.gastritis",3,3,1,7,535.8,"Other specified gastritis"
"Other.specified.osteoporosis",0,2,2,4,743.13,"Other specified osteoporosis"
"Other.specified.peripheral.vascular.diseases",0,1,1,2,443.8,"Other specified peripheral vascular diseases"
"Other.sprains.and.strains",1,0,0,1,842,"Other sprains and strains"
"Other.symptoms",1,4,4,9,1005,"Other symptoms"
"Other.symptoms.disorders.or.the.urinary.system",1,3,1,5,599,"Other symptoms/disorders or the urinary system"
"Other.symptoms.involving.abdomen.and.pelvis",2,1,4,7,579,"Other symptoms involving abdomen and pelvis"
"Other.symptoms.involving.urinary.system",0,2,3,5,599.8,"Other symptoms involving urinary system"
"Other.symptoms.referable.to.back",0,0,0,0,724.8,"Other symptoms referable to back"
"Other.tests",1,1,4,6,1010,"Other tests"
"Other.unspecified.back.disorders",0,0,0,0,724.9,"Other unspecified back disorders"
"Other.upper.respiratory.disease",2,2,4,8,479,"Other upper respiratory disease"
"Other.venous.embolism.and.thrombosis",2,1,3,6,452,"Other venous embolism and thrombosis"
"Other.vitamin.B12.deficiency.anemia",3,1,0,4,281.12,"Other vitamin B12 deficiency anemia"
"Otitis.externa",0,0,1,1,380.1,"Otitis externa"
"Otitis.media",0,0,0,0,381.1,"Otitis media"
"Otitis.media.and.Eustachian.tube.disorders",0,0,0,0,381,"Otitis media and Eustachian tube disorders"
"Otorrhea",0,0,0,0,381.9,"Otorrhea"
"Otosclerosis",0,0,0,0,383,"Otosclerosis"
"Ovarian.cyst",0,0,0,0,628,"Ovarian cyst"
"Ovarian.dysfunction",0,0,0,0,256,"Ovarian dysfunction"
"Overweight..obesity.and.other.hyperalimentation",0,0,0,0,278,"Overweight, obesity and other hyperalimentation"
"Pain",0,0,0,0,338,"Pain"
"Pain..swelling.or.discharge.of.eye",0,1,1,2,379.9,"Pain, swelling or discharge of eye"
"Pain.and.other.symptoms.associated.with.female.genital.organs",0,1,1,2,625,"Pain and other symptoms associated with female genital organs"
"Pain.in.joint",3,4,4,11,745,"Pain in joint"
"Pain.in.limb",3,4,4,11,773,"Pain in limb"
"Painful.respiration",1,1,2,4,512.2,"Painful respiration"
"Palindromic.rheumatism",0,0,0,0,716.8,"Palindromic rheumatism"
"Pallor.and.flushing",0,0,0,0,782.6,"Pallor and flushing"
"Palpitations",4,2,3,9,427.9,"Palpitations"
"Pancreatic.cancer",0,0,0,0,157,"Pancreatic cancer"
"Pancytopenia",1,1,1,3,284.1,"Pancytopenia"
"Panniculitis",0,0,1,1,729.3,"Panniculitis"
"Papanicolaou.smear.of.cervix.or.vagina.with.atypical.squamous.cells",0,0,0,0,792.1,"Papanicolaou smear of cervix or vagina with atypical squamous cells"
"Paralysis.spasm.of.vocal.cords.or.larynx",0,0,1,1,473.3,"Paralysis/spasm of vocal cords or larynx"
"Paralytic.ileus",3,3,3,9,560.1,"Paralytic ileus"
"Paralytic.strabismus",0,0,0,0,378.5,"Paralytic strabismus"
"Paranoid.disorders",4,1,2,7,295.2,"Paranoid disorders"
"Paraproteinemia",1,0,1,2,270.32,"Paraproteinemia"
"Parapsoriasis",0,0,0,0,696.2,"Parapsoriasis"
"Parasomnia",1,4,0,5,327.5,"Parasomnia"
"Paroxysmal.supraventricular.tachycardia",3,4,4,11,427.11,"Paroxysmal supraventricular tachycardia"
"Paroxysmal.tachycardia..unspecified",0,0,0,0,427.1,"Paroxysmal tachycardia, unspecified"
"Paroxysmal.ventricular.tachycardia",4,2,1,7,427.12,"Paroxysmal ventricular tachycardia"
"Partial.epilepsy",4,1,2,7,345.12,"Partial epilepsy"
"Pathologic.fracture",1,1,3,5,743.2,"Pathologic fracture"
"Pathologic.fracture.of.femur",0,0,1,1,743.22,"Pathologic fracture of femur"
"Pathologic.fracture.of.vertebrae",0,0,1,1,743.21,"Pathologic fracture of vertebrae"
"Pathological..developmental.or.recurrent.dislocation",0,0,0,0,742.2,"Pathological, developmental or recurrent dislocation"
"Pectus.and.other.congenital.anomalies.of.ribs.sternum",0,0,0,0,756.2,"Pectus and other congenital anomalies of ribs/sternum"
"Pectus.carinatum",0,0,0,0,756.22,"Pectus carinatum"
"Pectus.excavatum",0,0,0,0,756.21,"Pectus excavatum"
"Pediculosis.and.phthirus.infestation",0,0,0,0,132.1,"Pediculosis and phthirus infestation"
"Pelvic.inflammatory.disease..NOS",0,0,0,0,614.33,"Pelvic inflammatory disease, NOS"
"Pelvic.inflammatory.disease..PID.",0,0,0,0,614.3,"Pelvic inflammatory disease (PID)"
"Pelvic.peritoneal.adhesions..female..postoperative...postinfection.",0,0,0,0,614.1,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)"
"Pemphigus.and.pemphigoid",0,0,0,0,695.22,"Pemphigus and pemphigoid"
"Peptic.ulcer..excl..esophageal.",0,0,0,0,531,"Peptic ulcer (excl. esophageal)"
"Peptic.ulcer..site.unspecified",2,1,1,4,531.4,"Peptic ulcer, site unspecified"
"Perforation.of.tympanic.membrane",0,0,0,0,384.4,"Perforation of tympanic membrane"
"Periapical.abscess",1,1,0,2,522.5,"Periapical abscess"
"Pericarditis",3,3,2,8,420.2,"Pericarditis"
"Periodontitis..acute.or.chronic.",0,0,0,0,523.3,"Periodontitis (acute or chronic)"
"Periostitis",0,0,0,0,710.2,"Periostitis"
"Peripheral.angiopathy.in.diseases.classified.elsewhere",0,0,1,1,443.7,"Peripheral angiopathy in diseases classified elsewhere"
"Peripheral.autonomic.neuropathy",0,0,0,0,337.1,"Peripheral autonomic neuropathy"
"Peripheral.enthesopathies.and.allied.syndromes",0,3,2,5,726,"Peripheral enthesopathies and allied syndromes"
"Peripheral.or.central.vertigo",0,1,0,1,386.2,"Peripheral or central vertigo"
"Peripheral.retinal.degenerations",0,0,0,0,362.6,"Peripheral retinal degenerations"
"Peripheral.vascular.disease",0,0,0,0,443,"Peripheral vascular disease"
"Peripheral.vascular.disease..unspecified",4,4,4,12,443.9,"Peripheral vascular disease, unspecified"
"Peritoneal.adhesions..postoperative...postinfection.",0,1,1,2,568.1,"Peritoneal adhesions (postoperative) (postinfection)"
"Peritoneal.or.intestinal.adhesions",2,0,0,2,560.3,"Peritoneal or intestinal adhesions"
"Peritonitis.and.retroperitoneal.infections",2,1,1,4,567,"Peritonitis and retroperitoneal infections"
"Pernicious.anemia",0,3,2,5,281.11,"Pernicious anemia"
"Persistent.vomiting",0,0,0,0,789.1,"Persistent vomiting"
"Personality.disorders",0,0,0,0,301,"Personality disorders"
"Pervasive.developmental.disorders",0,0,1,1,313,"Pervasive developmental disorders"
"Peyronie.s.disease",0,0,0,0,604.3,"Peyronie's disease"
"Phenylketonuria..PKU.",0,0,0,0,270.12,"Phenylketonuria [PKU]"
"Phlebitis.and.thrombophlebitis",0,1,0,1,451,"Phlebitis and thrombophlebitis"
"Phlebitis.and.thrombophlebitis.of.intracranial.venous.sinuses",0,0,0,0,325,"Phlebitis and thrombophlebitis of intracranial venous sinuses"
"Phlebitis.and.thrombophlebitis.of.lower.extremities",2,1,2,5,451.2,"Phlebitis and thrombophlebitis of lower extremities"
"Phobia",0,0,0,0,300.13,"Phobia"
"Pigmentary.iris.degeneration",0,0,0,0,379.51,"Pigmentary iris degeneration"
"Pilonidal.cyst",0,0,0,0,686.3,"Pilonidal cyst"
"Pituitary.hyperfunction",0,0,0,0,253.1,"Pituitary hyperfunction"
"Pituitary.hypofunction",0,0,0,0,253.2,"Pituitary hypofunction"
"Pityriasis",0,0,0,0,696.3,"Pityriasis"
"Placenta.previa.and.abruptio.placenta",1,0,0,1,635.3,"Placenta previa and abruptio placenta"
"Pleurisy..pleural.effusion",4,4,3,11,507,"Pleurisy; pleural effusion"
"Plica.syndrome",0,0,0,0,727.8,"Plica syndrome"
"Pneumococcal.pneumonia",1,1,2,4,480.11,"Pneumococcal pneumonia"
"Pneumoconiosis",0,0,0,0,500.2,"Pneumoconiosis"
"Pneumonia",4,4,2,10,480,"Pneumonia"
"Pneumonia.due.to.fungus..mycoses.",0,0,0,0,480.3,"Pneumonia due to fungus (mycoses)"
"Pneumonitis.due.to.inhalation.of.food.or.vomitus",4,4,4,12,501,"Pneumonitis due to inhalation of food or vomitus"
"Poisoning.by.agents.primarily.acting.on.the.smooth.and.skeletal.muscles.and.respiratory.system",0,0,0,0,975,"Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system"
"Poisoning.by.agents.primarily.affecting.blood.constituents",0,0,0,0,964,"Poisoning by agents primarily affecting blood constituents"
"Poisoning.by.agents.primarily.affecting.skin...mucous.membrane..ophthalmological..otorhinolaryngological....dental.drugs",0,0,0,0,976,"Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs"
"Poisoning.by.agents.primarily.affecting.the.cardiovascular.system",0,0,1,1,972,"Poisoning by agents primarily affecting the cardiovascular system"
"Poisoning.by.agents.primarily.affecting.the.gastrointestinal.system",0,0,0,0,973,"Poisoning by agents primarily affecting the gastrointestinal system"
"Poisoning.by.analgesics..antipyretics..and.antirheumatics",0,0,2,2,965,"Poisoning by analgesics, antipyretics, and antirheumatics"
"Poisoning.by.antibiotics",0,0,0,0,960,"Poisoning by antibiotics"
"Poisoning.by.anticonvulsants.and.anti.Parkinsonism.drugs",0,0,1,1,966,"Poisoning by anticonvulsants and anti-Parkinsonism drugs"
"Poisoning.by.drugs.primarily.affecting.the.autonomic.nervous.system",0,0,0,0,971,"Poisoning by drugs primarily affecting the autonomic nervous system"
"Poisoning.by.hormones.and.synthetic.substitutes",0,0,0,0,962,"Poisoning by hormones and synthetic substitutes"
"Poisoning.by.other.anti.infectives",0,0,0,0,961,"Poisoning by other anti-infectives"
"Poisoning.by.primarily.systemic.agents",0,0,0,0,963,"Poisoning by primarily systemic agents"
"Poisoning.by.psychotropic.agents",0,2,4,6,969,"Poisoning by psychotropic agents"
"Poisoning.by.water..mineral..and.uric.acid.metabolism.drugs",2,0,1,3,974,"Poisoning by water, mineral, and uric acid metabolism drugs"
"Polyarteritis.nodosa",0,0,0,0,446.6,"Polyarteritis nodosa"
"Polyarteritis.nodosa.and.allied.conditions",0,0,0,0,446,"Polyarteritis nodosa and allied conditions"
"Polyclonal.hypergammaglobulinemia",0,0,0,0,270.31,"Polyclonal hypergammaglobulinemia"
"Polycystic.ovaries",0,0,0,0,256.4,"Polycystic ovaries"
"Polycythemia.vera",0,0,0,0,200.1,"Polycythemia vera"
"Polycythemia.vera..secondary",0,0,1,1,289.8,"Polycythemia vera, secondary"
"Polydipsia",0,0,0,0,276.8,"Polydipsia"
"Polyglandular.activity.in.multiple.endocrine.adenomatosis",0,0,0,0,259.8,"Polyglandular activity in multiple endocrine adenomatosis"
"Polymyalgia.Rheumatica",0,0,0,0,717,"Polymyalgia Rheumatica"
"Polymyositis",0,0,0,0,709.4,"Polymyositis"
"Polyneuropathy.due.to.drugs",0,0,0,0,316.1,"Polyneuropathy due to drugs"
"Polyneuropathy.in.diabetes",4,2,2,8,250.6,"Polyneuropathy in diabetes"
"Polyp.of.corpus.uteri",0,0,0,0,622.1,"Polyp of corpus uteri"
"Polyp.of.female.genital.organs",0,0,0,0,622,"Polyp of female genital organs"
"Portal.hypertension",3,1,0,4,571.81,"Portal hypertension"
"Postablative.ovarian.failure",0,0,0,0,258.1,"Postablative ovarian failure"
"Postinflammatory.pulmonary.fibrosis",0,1,3,4,502,"Postinflammatory pulmonary fibrosis"
"Postlaminectomy.syndrome",0,0,1,1,722.8,"Postlaminectomy syndrome"
"Postmenopausal.atrophic.vaginitis",2,1,2,5,627.3,"Postmenopausal atrophic vaginitis"
"Postmenopausal.bleeding",0,1,0,1,627.1,"Postmenopausal bleeding"
"Postnasal.drip",0,0,0,0,475.9,"Postnasal drip"
"Postoperative.infection",2,0,3,5,80,"Postoperative infection"
"Postoperative.shock",0,0,1,1,958.1,"Postoperative shock"
"Postphlebitic.syndrome",0,0,0,0,452.8,"Postphlebitic syndrome"
"Postprocedural.fever",0,0,1,1,783.1,"Postprocedural fever"
"Posttraumatic.stress.disorder",0,0,1,1,300.9,"Posttraumatic stress disorder"
"Posttraumatic.wound.infection.not.elsewhere.classified",0,0,0,0,876,"Posttraumatic wound infection not elsewhere classified"
"Precordial.pain",1,2,1,4,418.1,"Precordial pain"
"Preeclampsia.and.eclampsia",0,0,0,0,642.1,"Preeclampsia and eclampsia"
"Premature.beats",4,3,3,10,427.6,"Premature beats"
"Premature.menopause.and.other.ovarian.failure",1,1,0,2,627.5,"Premature menopause and other ovarian failure"
"Premenopausal.menorrhagia",0,0,0,0,627.4,"Premenopausal menorrhagia"
"Premenstrual.tension.syndromes",0,0,0,0,626.4,"Premenstrual tension syndromes"
"Presbyopia",3,4,1,8,367.4,"Presbyopia"
"Primary.angle.closure.glaucoma",0,1,1,2,365.2,"Primary angle-closure glaucoma"
"Primary.biliary.cirrhosis",0,0,0,0,571.6,"Primary biliary cirrhosis"
"Primary.hypercoagulable.state",0,0,1,1,286.81,"Primary hypercoagulable state"
"Primary.intrinsic.cardiomyopathies",4,2,2,8,425.1,"Primary/intrinsic cardiomyopathies"
"Primary.open.angle.glaucoma",1,2,3,6,365.11,"Primary open angle glaucoma"
"Primary.pulmonary.hypertension",1,1,0,2,415.21,"Primary pulmonary hypertension"
"Primary.thrombocytopenia",0,0,0,0,287.31,"Primary thrombocytopenia"
"Problems.associated.with.amniotic.cavity.and.membranes",0,0,0,0,653,"Problems associated with amniotic cavity and membranes"
"Progressive.myopia",0,0,0,0,360.2,"Progressive myopia"
"Prolapse.of.vaginal.vault.after.hysterectomy",0,0,0,0,618.5,"Prolapse of vaginal vault after hysterectomy"
"Prolapse.of.vaginal.walls",0,1,0,1,618.1,"Prolapse of vaginal walls"
"Proliferative.glomerulonephritis",0,0,0,0,580.11,"Proliferative glomerulonephritis"
"Prostatitis",1,1,2,4,601.1,"Prostatitis"
"Protein.calorie.malnutrition",4,4,4,12,260,"Protein-calorie malnutrition"
"Proteinuria",3,3,3,9,269,"Proteinuria"
"Protozoan.infection",0,0,0,0,131,"Protozoan infection"
"Prurigo.and.Lichen",0,1,0,1,695.7,"Prurigo and Lichen"
"Pruritus.and.related.conditions",3,4,2,9,698,"Pruritus and related conditions"
"Pseudoexfoliation.glaucoma",0,0,0,0,365.5,"Pseudoexfoliation glaucoma"
"Pseudomonal.pneumonia",1,1,0,2,480.12,"Pseudomonal pneumonia"
"Psoriasis",0,0,1,1,696.4,"Psoriasis"
"Psoriasis.and.related.disorders",0,0,0,0,696,"Psoriasis and related disorders"
"Psoriasis.vulgaris",0,0,0,0,696.41,"Psoriasis vulgaris"
"Psoriatic.arthropathy",0,1,0,1,696.42,"Psoriatic arthropathy"
"Psychogenic.and.somatoform.disorders",0,0,0,0,303,"Psychogenic and somatoform disorders"
"Psychogenic.disorder",0,2,2,4,303.3,"Psychogenic disorder"
"Psychophysical.visual.disturbances",0,0,1,1,368.91,"Psychophysical visual disturbances"
"Psychosis",1,4,4,9,295.3,"Psychosis"
"Ptosis.of.eyelid",0,0,1,1,374.3,"Ptosis of eyelid"
"Pulmonary.collapse..interstitial.and.compensatory.emphysema",3,4,4,11,508,"Pulmonary collapse; interstitial and compensatory emphysema"
"Pulmonary.congestion.and.hypostasis",2,2,4,8,503,"Pulmonary congestion and hypostasis"
"Pulmonary.embolism.and.infarction..acute",0,3,1,4,415.11,"Pulmonary embolism and infarction, acute"
"Pulmonary.heart.disease",2,2,0,4,415,"Pulmonary heart disease"
"Pulmonary.insufficiency.or.respiratory.failure.following.trauma.and.surgery",2,3,1,6,509.3,"Pulmonary insufficiency or respiratory failure following trauma and surgery"
"Pulpitis.and.necrosis.of.tooth.pulp",0,0,0,0,522.1,"Pulpitis and necrosis of tooth pulp"
"Purpura.and.other.hemorrhagic.conditions",1,0,3,4,287,"Purpura and other hemorrhagic conditions"
"Pyelonephritis",1,1,1,3,590,"Pyelonephritis"
"Pyoderma",0,0,0,0,686.5,"Pyoderma"
"Pyogenic.arthritis",1,0,1,2,711.1,"Pyogenic arthritis"
"Pyogenic.granuloma",0,0,0,0,686.4,"Pyogenic granuloma"
"Qualitative.platelet.defects",0,0,0,0,287.4,"Qualitative platelet defects"
"Race_Asian",1,4,4,9,NA,NA
"Race_Black",4,4,4,12,NA,NA
"Race_Other",3,3,2,8,NA,NA
"Race_White",3,3,4,10,NA,NA
"Rash.and.other.nonspecific.skin.eruption",1,4,3,8,687.1,"Rash and other nonspecific skin eruption"
"Raynaud.s.syndrome",0,0,0,0,443.1,"Raynaud's syndrome"
"Redundant.prepuce.and.phimosis.BXO",0,0,0,0,604.1,"Redundant prepuce and phimosis/BXO"
"Reflux.esophagitis",3,1,0,4,530.14,"Reflux esophagitis"
"Regional.enteritis",0,0,0,0,555.1,"Regional enteritis"
"Reiter.s.disease",0,0,0,0,711.2,"Reiter's disease"
"Renal.colic",0,0,2,2,594.8,"Renal colic"
"Renal.dialysis",2,1,1,4,585.31,"Renal dialysis"
"Renal.failure",0,0,0,0,585,"Renal failure"
"Renal.failure.NOS",4,1,2,7,585.2,"Renal failure NOS"
"Renal.osteodystrophy",2,1,0,3,588.1,"Renal osteodystrophy"
"Renal.sclerosis..NOS",0,1,2,3,580.4,"Renal sclerosis, NOS"
"Respiratory.abnormalities",0,0,1,1,513,"Respiratory abnormalities"
"Respiratory.arrest",0,0,0,0,509.5,"Respiratory arrest"
"Respiratory.complications",0,0,1,1,519.2,"Respiratory complications"
"Respiratory.failure",4,2,3,9,509.1,"Respiratory failure"
"Respiratory.failure..insufficiency..arrest",0,0,0,0,509,"Respiratory failure, insufficiency, arrest"
"Respiratory.insufficiency",1,1,1,3,509.2,"Respiratory insufficiency"
"Restless.legs.syndrome",3,4,0,7,327.71,"Restless legs syndrome"
"Retention.of.urine",3,0,4,7,599.2,"Retention of urine"
"Reticulosarcoma",0,0,0,0,202.22,"Reticulosarcoma"
"Retinal.detachment.with.retinal.defect",0,0,0,0,361.1,"Retinal detachment with retinal defect"
"Retinal.detachments.and.defects",2,0,2,4,361,"Retinal detachments and defects"
"Retinal.edema",0,1,1,2,362.9,"Retinal edema"
"Retinal.hemorrhage.ischemia",0,0,0,0,362.8,"Retinal hemorrhage/ischemia"
"Retinal.vascular.changes.and.abnomalities",0,1,1,2,362.4,"Retinal vascular changes and abnomalities"
"Retinopathy.of.prematurity",0,0,0,0,362.1,"Retinopathy of prematurity"
"Retinoschisis.and.retinal.cysts",0,0,0,0,361.2,"Retinoschisis and retinal cysts"
"Rhabdomyolysis",0,2,4,6,772.4,"Rhabdomyolysis"
"Rhesus.isoimmunization.in.pregnancy",0,0,0,0,654.2,"Rhesus isoimmunization in pregnancy"
"Rheumatic.disease.of.the.heart.valves",2,1,2,5,394,"Rheumatic disease of the heart valves"
"Rheumatic.fever...chorea",0,0,0,0,41.21,"Rheumatic fever / chorea"
"Rheumatism..unspecified.and.fibrositis",0,0,0,0,729.1,"Rheumatism, unspecified and fibrositis"
"Rheumatoid.arthritis",0,1,0,1,714.1,"Rheumatoid arthritis"
"Rheumatoid.arthritis.and.other.inflammatory.polyarthropathies",0,2,0,2,714,"Rheumatoid arthritis and other inflammatory polyarthropathies"
"Rickets.or.osteomalacia",0,0,0,0,261.41,"Rickets or osteomalacia"
"Right.bundle.branch.block",0,4,2,6,426.31,"Right bundle branch block"
"Rosacea",0,1,0,1,695.3,"Rosacea"
"Rotator.cuff..capsule..sprain",0,0,0,0,840.2,"Rotator cuff (capsule) sprain"
"Rupture.of.synovium",0,0,0,0,727.5,"Rupture of synovium"
"Rupture.of.tendon..nontraumatic",0,0,0,0,727.6,"Rupture of tendon, nontraumatic"
"Sacroiliitis.NEC",3,0,0,3,715.1,"Sacroiliitis NEC"
"Salicylates.causing.adverse.effects.in.therapeutic.use",0,0,0,0,965.3,"Salicylates causing adverse effects in therapeutic use"
"Sarcoidosis",0,0,0,0,697,"Sarcoidosis"
"Scar.conditions.and.fibrosis.of.skin",1,0,2,3,701.2,"Scar conditions and fibrosis of skin"
"Schizoid.personality.disorder",0,2,0,2,301.1,"Schizoid personality disorder"
"Schizophrenia",4,3,1,8,295.1,"Schizophrenia"
"Schizophrenia.and.other.psychotic.disorders",0,0,1,1,295,"Schizophrenia and other psychotic disorders"
"Schmorl.s.nodes",0,0,0,0,722.3,"Schmorl's nodes"
"Sciatica",3,0,0,3,764,"Sciatica"
"Scleritis.and.episcleritis",0,0,0,0,379.1,"Scleritis and episcleritis"
"Sebaceous.cyst",2,0,1,3,706.2,"Sebaceous cyst"
"Seborrhea",0,0,0,0,706.3,"Seborrhea"
"Seborrheic.dermatitis",1,4,1,6,690.1,"Seborrheic dermatitis"
"Seborrheic.keratosis",1,2,2,5,702.2,"Seborrheic keratosis"
"Second.degree.AV.block",1,1,0,2,426.23,"Second degree AV block"
"Secondary.diabetes.mellitus",0,1,0,1,249,"Secondary diabetes mellitus"
"Secondary.extrinsic.cardiomyopathies",1,1,1,3,425.2,"Secondary/extrinsic cardiomyopathies"
"Secondary.hyperparathyroidism..of.renal.origin.",0,0,1,1,588.2,"Secondary hyperparathyroidism (of renal origin)"
"Secondary.hypothyroidism",0,1,0,1,244.1,"Secondary hypothyroidism"
"Secondary.malignancy.of.bone",3,2,1,6,198.6,"Secondary malignancy of bone"
"Secondary.malignancy.of.brain.spine",0,0,3,3,198.5,"Secondary malignancy of brain/spine"
"Secondary.malignancy.of.lymph.nodes",1,2,0,3,198.1,"Secondary malignancy of lymph nodes"
"Secondary.malignancy.of.respiratory.organs",0,0,1,1,198.2,"Secondary malignancy of respiratory organs"
"Secondary.malignant.neoplasm",0,0,1,1,198,"Secondary malignant neoplasm"
"Secondary.malignant.neoplasm.of.digestive.systems",0,0,0,0,198.3,"Secondary malignant neoplasm of digestive systems"
"Secondary.malignant.neoplasm.of.liver",0,3,0,3,198.4,"Secondary malignant neoplasm of liver"
"Secondary.malignant.neoplasm.of.skin",0,0,0,0,198.7,"Secondary malignant neoplasm of skin"
"Secondary.thrombocytopenia",1,0,2,3,287.32,"Secondary thrombocytopenia"
"Senile.cataract",3,1,4,8,366.2,"Senile cataract"
"Senile.dementia",4,4,4,12,290.13,"Senile dementia"
"Senile.osteoporosis",3,1,0,4,743.12,"Senile osteoporosis"
"Sensorineural.hearing.loss",1,4,4,9,389.1,"Sensorineural hearing loss"
"Separation.of.retinal.layers",0,0,0,0,362.31,"Separation of retinal layers"
"Sepsis",4,4,3,11,994.2,"Sepsis"
"Septal.Deviations.Turbinate.Hypertrophy",2,0,2,4,470,"Septal Deviations/Turbinate Hypertrophy"
"Septic.shock",4,1,4,9,994.21,"Septic shock"
"Septicemia",4,4,3,11,38,"Septicemia"
"severe.protein.calorie.malnutrition",2,1,3,6,260.2,"severe protein-calorie malnutrition"
"Sexual.and.gender.identity.disorders",0,0,0,0,302,"Sexual and gender identity disorders"
"Sexually.transmitted.infections..not.HIV.or.hepatitis.",1,1,2,4,90,"Sexually transmitted infections (not HIV or hepatitis)"
"Shock",4,4,0,8,797,"Shock"
"Short.stature",0,0,0,0,264.1,"Short stature"
"Shortness.of.breath",3,4,4,11,512.7,"Shortness of breath"
"Sialoadenitis",1,1,0,2,527.2,"Sialoadenitis"
"Sialolithiasis",0,0,0,0,528.7,"Sialolithiasis"
"Sicca.syndrome",0,0,0,0,709.2,"Sicca syndrome"
"Sickle.cell.anemia",0,0,0,0,282.5,"Sickle cell anemia"
"Sideroblastic.anemia",0,0,0,0,285.3,"Sideroblastic anemia"
"Simple.and.unspecified.goiter",1,1,0,2,240,"Simple and unspecified goiter"
"Sinoatrial.node.dysfunction..Bradycardia.",1,4,1,6,427.8,"Sinoatrial node dysfunction (Bradycardia)"
"Skin.cancer",0,0,1,1,172,"Skin cancer"
"Skull.and.face.fracture.and.other.intercranial.injury",3,0,1,4,819,"Skull and face fracture and other intercranial injury"
"Sleep.apnea",4,0,2,6,327.3,"Sleep apnea"
"Sleep.disorders",0,3,4,7,327,"Sleep disorders"
"Sleep.related.leg.cramps",0,0,0,0,327.72,"Sleep related leg cramps"
"Sleep.related.movement.disorders",0,0,0,0,327.7,"Sleep related movement disorders"
"Small.kidney",0,0,0,0,586.11,"Small kidney"
"Solitary.pulmonary.nodule",0,1,1,2,514.2,"Solitary pulmonary nodule"
"Somatoform.disorder",0,0,0,0,303.4,"Somatoform disorder"
"Spasm.of.muscle",1,0,1,2,772.2,"Spasm of muscle"
"Specific.nonpsychotic.mental.disorders.due.to.brain.damage",0,0,1,1,291.4,"Specific nonpsychotic mental disorders due to brain damage"
"Speech.and.language.disorder",0,0,0,0,315.2,"Speech and language disorder"
"Spermatocele",0,0,0,0,603.2,"Spermatocele"
"Spina.bifida",0,0,0,0,752.11,"Spina bifida"
"Spinal.cord.injury.without.evidence.of.spinal.bone.injury",0,0,1,1,952,"Spinal cord injury without evidence of spinal bone injury"
"Spinal.stenosis",0,1,4,5,720,"Spinal stenosis"
"Spinal.stenosis.of.lumbar.region",3,4,1,8,720.1,"Spinal stenosis of lumbar region"
"Spinocerebellar.disease",3,0,1,4,334.1,"Spinocerebellar disease"
"Spirochetal.infection",0,2,2,4,130,"Spirochetal infection"
"Splenomegaly",1,1,1,3,579.2,"Splenomegaly"
"Spondylolisthesis..congenital",0,0,0,0,754.2,"Spondylolisthesis, congenital"
"Spondylosis.and.allied.disorders",0,0,1,1,721,"Spondylosis and allied disorders"
"Spondylosis.with.myelopathy",1,1,0,2,721.2,"Spondylosis with myelopathy"
"Spondylosis.without.myelopathy",2,3,2,7,721.1,"Spondylosis without myelopathy"
"Spontaneous.ecchymoses",0,0,0,0,287.1,"Spontaneous ecchymoses"
"Sprains.and.strains",0,1,1,2,840,"Sprains and strains"
"Sprains.and.strains.of.back.and.neck",2,2,2,6,841,"Sprains and strains of back and neck"
"Squamous.cell.carcinoma",1,0,3,4,172.22,"Squamous cell carcinoma"
"Staphylococcus.infections",2,1,1,4,41.1,"Staphylococcus infections"
